Sample in Buffer,Sample in Window,TRIGGER,protpg_inst/data_in[23:0],protpg_inst/hsv_h[8:0],protpg_inst/hsv_s[7:0],protpg_inst/hsv_v[7:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,UNSIGNED,UNSIGNED,UNSIGNED
12831,12831,0,787c70,60,18,127
12832,12832,0,707870,60,18,127
12833,12833,0,707870,60,18,127
12834,12834,0,707870,60,8,127
12835,12835,0,707870,120,8,122
12836,12836,0,707870,120,8,122
12837,12837,0,707870,120,8,122
12838,12838,0,707c70,120,8,122
12839,12839,0,707c70,120,8,122
12840,12840,0,707c70,120,18,122
12841,12841,0,707c70,120,18,127
12842,12842,0,707c70,120,18,127
12843,12843,0,707c70,120,18,127
12844,12844,0,707c70,120,18,127
12845,12845,0,707870,120,18,127
12846,12846,0,787870,120,18,127
12847,12847,0,787870,120,8,127
12848,12848,0,787c70,120,18,122
12849,12849,0,787c70,26,18,127
12850,12850,0,787c70,26,18,127
12851,12851,0,787c70,60,18,127
12852,12852,0,787870,60,18,127
12853,12853,0,787870,60,18,127
12854,12854,0,707870,60,18,127
12855,12855,0,707870,26,18,127
12856,12856,0,707870,26,8,127
12857,12857,0,707870,120,8,122
12858,12858,0,707c70,120,8,122
12859,12859,0,707870,120,8,122
12860,12860,0,707c68,120,18,122
12861,12861,0,707c70,120,8,127
12862,12862,0,707c70,120,36,122
12863,12863,0,707c70,90,18,127
12864,12864,0,707c68,120,18,127
12865,12865,0,707c68,120,18,127
12866,12866,0,707c68,120,36,127
12867,12867,0,707c68,90,36,127
12868,12868,0,707c68,90,36,127
12869,12869,0,687868,90,36,127
12870,12870,0,687868,90,36,127
12871,12871,0,687868,90,27,127
12872,12872,0,707868,120,27,122
12873,12873,0,707870,120,27,122
12874,12874,0,707870,120,27,122
12875,12875,0,707870,79,8,122
12876,12876,0,787868,120,8,122
12877,12877,0,787868,120,8,122
12878,12878,0,707868,120,36,122
12879,12879,0,707868,43,36,127
12880,12880,0,707868,43,27,127
12881,12881,0,707870,79,27,122
12882,12882,0,707870,79,27,122
12883,12883,0,707870,79,8,122
12884,12884,0,707868,120,8,122
12885,12885,0,707868,120,8,122
12886,12886,0,687c68,120,27,122
12887,12887,0,687c68,79,27,122
12888,12888,0,687c68,79,36,122
12889,12889,0,687868,120,36,127
12890,12890,0,687c68,120,36,127
12891,12891,0,687c68,120,27,127
12892,12892,0,707868,120,36,122
12893,12893,0,707868,120,36,127
12894,12894,0,707868,120,27,127
12895,12895,0,707868,79,27,122
12896,12896,0,687c68,79,27,122
12897,12897,0,687868,79,27,122
12898,12898,0,687868,79,36,122
12899,12899,0,687868,120,27,127
12900,12900,0,707868,120,27,122
12901,12901,0,707868,120,27,122
12902,12902,0,687868,120,27,122
12903,12903,0,687868,79,27,122
12904,12904,0,687868,79,27,122
12905,12905,0,687868,120,27,122
12906,12906,0,707868,120,27,122
12907,12907,0,687468,120,27,122
12908,12908,0,687868,120,27,122
12909,12909,0,687868,79,17,122
12910,12910,0,687868,120,27,117
12911,12911,0,687868,120,27,122
12912,12912,0,707868,120,27,122
12913,12913,0,687468,120,27,122
12914,12914,0,687468,120,27,122
12915,12915,0,687868,79,17,122
12916,12916,0,687868,120,17,117
12917,12917,0,687868,120,27,117
12918,12918,0,687868,120,27,122
12919,12919,0,687868,120,27,122
12920,12920,0,687868,120,27,122
12921,12921,0,687868,120,27,122
12922,12922,0,687468,120,27,122
12923,12923,0,687468,120,27,122
12924,12924,0,687860,120,17,122
12925,12925,0,687868,120,17,117
12926,12926,0,707868,120,46,117
12927,12927,0,707868,96,27,122
12928,12928,0,707868,120,27,122
12929,12929,0,707468,79,27,122
12930,12930,0,707468,79,27,122
12931,12931,0,707468,79,19,122
12932,12932,0,687468,53,19,118
12933,12933,0,687468,53,19,118
12934,12934,0,687868,53,17,118
12935,12935,0,687868,120,17,117
12936,12936,0,687868,120,27,117
12937,12937,0,707868,120,27,122
12938,12938,0,707868,120,27,122
12939,12939,0,707868,120,27,122
12940,12940,0,687868,79,27,122
12941,12941,0,687868,79,27,122
12942,12942,0,687468,79,27,122
12943,12943,0,687468,120,27,122
12944,12944,0,687860,120,17,122
12945,12945,0,687868,120,17,117
12946,12946,0,687868,120,46,117
12947,12947,0,687868,96,27,122
12948,12948,0,687860,120,27,122
12949,12949,0,687868,120,27,122
12950,12950,0,687868,120,46,122
12951,12951,0,687868,96,27,122
12952,12952,0,687868,120,27,122
12953,12953,0,687868,120,27,122
12954,12954,0,687c68,120,27,122
12955,12955,0,687860,120,27,122
12956,12956,0,687860,120,36,122
12957,12957,0,687860,120,46,127
12958,12958,0,687868,96,46,122
12959,12959,0,687868,96,46,122
12960,12960,0,687868,96,27,122
12961,12961,0,687868,120,27,122
12962,12962,0,707468,120,27,122
12963,12963,0,707468,120,27,122
12964,12964,0,687468,120,19,122
12965,12965,0,687468,53,19,118
12966,12966,0,687468,53,17,118
12967,12967,0,687468,120,17,117
12968,12968,0,687860,120,17,117
12969,12969,0,687860,120,17,117
12970,12970,0,687460,120,46,117
12971,12971,0,687460,96,46,122
12972,12972,0,687460,96,37,122
12973,12973,0,687060,89,37,117
12974,12974,0,687058,89,37,117
12975,12975,0,687058,89,27,117
12976,12976,0,686c50,75,48,112
12977,12977,0,606448,69,48,112
12978,12978,0,586048,69,66,112
12979,12979,0,505c40,65,70,111
12980,12980,0,505c40,63,61,101
12981,12981,0,485c38,74,83,96
12982,12982,0,405438,86,83,95
12983,12983,0,405030,86,86,95
12984,12984,0,384c38,102,66,95
12985,12985,0,384c38,118,83,85
12986,12986,0,405038,97,51,80
12987,12987,0,485840,120,51,79
12988,12988,0,406040,120,54,79
12989,12989,0,486848,117,73,80
12990,12990,0,586850,100,85,90
12991,12991,0,586c50,120,79,96
12992,12992,0,687060,120,57,106
12993,12993,0,787c70,98,66,106
12994,12994,0,788470,102,27,111
12995,12995,0,788070,75,18,112
12996,12996,0,707c68,60,28,127
12997,12997,0,687868,84,20,133
12998,12998,0,607860,66,36,128
12999,12999,0,607860,90,27,127
13000,13000,0,607460,120,46,122
13001,13001,0,607460,120,46,122
13002,13002,0,687860,120,37,122
13003,13003,0,687860,120,37,117
13004,13004,0,607858,120,46,117
13005,13005,0,607858,96,46,122
13006,13006,0,687860,96,65,122
13007,13007,0,607458,103,65,122
13008,13008,0,687460,103,46,122
13009,13009,0,687460,96,56,122
13010,13010,0,687460,100,37,117
13011,13011,0,687860,89,37,117
13012,13012,0,687460,89,37,117
13013,13013,0,687460,89,46,117
13014,13014,0,687460,96,37,122
13015,13015,0,687460,89,37,117
13016,13016,0,687460,89,37,117
13017,13017,0,687460,89,37,117
13018,13018,0,687460,89,37,117
13019,13019,0,687860,89,37,117
13020,13020,0,687460,89,37,117
13021,13021,0,687460,89,46,117
13022,13022,0,687460,96,37,122
13023,13023,0,687460,89,37,117
13024,13024,0,687460,89,37,117
13025,13025,0,687860,89,37,117
13026,13026,0,607860,89,37,117
13027,13027,0,607860,89,46,117
13028,13028,0,687860,96,46,122
13029,13029,0,687860,120,46,122
13030,13030,0,687460,120,46,122
13031,13031,0,687460,96,46,122
13032,13032,0,687860,96,37,122
13033,13033,0,687860,89,37,117
13034,13034,0,687860,89,46,117
13035,13035,0,687860,96,46,122
13036,13036,0,607860,96,46,122
13037,13037,0,607860,96,46,122
13038,13038,0,607860,96,46,122
13039,13039,0,607860,120,46,122
13040,13040,0,607460,120,46,122
13041,13041,0,607460,120,46,122
13042,13042,0,607460,120,37,122
13043,13043,0,607460,120,37,117
13044,13044,0,607460,120,37,117
13045,13045,0,607460,120,37,117
13046,13046,0,607458,120,37,117
13047,13047,0,687860,120,37,117
13048,13048,0,687460,120,56,117
13049,13049,0,687860,100,46,117
13050,13050,0,687860,96,37,122
13051,13051,0,687860,89,46,117
13052,13052,0,687860,96,46,122
13053,13053,0,687860,96,46,122
13054,13054,0,687460,96,46,122
13055,13055,0,687460,96,46,122
13056,13056,0,687460,96,37,122
13057,13057,0,687460,89,37,117
13058,13058,0,687460,89,37,117
13059,13059,0,687460,89,37,117
13060,13060,0,687460,89,37,117
13061,13061,0,687460,89,37,117
13062,13062,0,687460,89,37,117
13063,13063,0,687460,89,37,117
13064,13064,0,687860,89,37,117
13065,13065,0,607460,89,37,117
13066,13066,0,687860,89,46,117
13067,13067,0,687860,96,37,122
13068,13068,0,687860,120,46,117
13069,13069,0,687860,96,46,122
13070,13070,0,607860,96,46,122
13071,13071,0,607860,96,46,122
13072,13072,0,607860,96,46,122
13073,13073,0,607860,120,46,122
13074,13074,0,607860,120,46,122
13075,13075,0,607460,120,46,122
13076,13076,0,687460,120,46,122
13077,13077,0,687460,120,37,122
13078,13078,0,687060,120,37,117
13079,13079,0,687460,89,37,117
13080,13080,0,687460,89,27,117
13081,13081,0,687460,75,37,112
13082,13082,0,687460,89,37,117
13083,13083,0,687060,89,37,117
13084,13084,0,687060,89,37,117
13085,13085,0,687060,89,27,117
13086,13086,0,607460,75,27,112
13087,13087,0,607860,75,27,112
13088,13088,0,687860,75,37,112
13089,13089,0,687860,120,46,117
13090,13090,0,687860,120,46,122
13091,13091,0,687460,96,46,122
13092,13092,0,687860,96,46,122
13093,13093,0,687860,96,37,122
13094,13094,0,687860,89,46,117
13095,13095,0,687860,96,46,122
13096,13096,0,687860,96,46,122
13097,13097,0,687860,96,46,122
13098,13098,0,687860,96,46,122
13099,13099,0,687860,96,46,122
13100,13100,0,687860,96,46,122
13101,13101,0,687860,96,46,122
13102,13102,0,687860,96,46,122
13103,13103,0,687860,96,46,122
13104,13104,0,687860,96,46,122
13105,13105,0,687860,96,46,122
13106,13106,0,687860,96,46,122
13107,13107,0,687860,96,46,122
13108,13108,0,687460,96,46,122
13109,13109,0,687460,96,46,122
13110,13110,0,687460,96,37,122
13111,13111,0,687460,89,37,117
13112,13112,0,687460,89,37,117
13113,13113,0,687460,89,37,117
13114,13114,0,687460,89,37,117
13115,13115,0,687060,89,37,117
13116,13116,0,687460,89,37,117
13117,13117,0,687460,89,27,117
13118,13118,0,687860,75,37,112
13119,13119,0,687860,89,37,117
13120,13120,0,687460,89,46,117
13121,13121,0,687460,96,46,122
13122,13122,0,687460,96,37,122
13123,13123,0,687460,89,37,117
13124,13124,0,687460,89,37,117
13125,13125,0,687460,89,37,117
13126,13126,0,687460,89,37,117
13127,13127,0,687460,89,37,117
13128,13128,0,607460,89,37,117
13129,13129,0,607460,89,37,117
13130,13130,0,607460,89,37,117
13131,13131,0,607460,120,37,117
13132,13132,0,607460,120,37,117
13133,13133,0,607460,120,37,117
13134,13134,0,687460,120,37,117
13135,13135,0,687460,120,37,117
13136,13136,0,687460,120,37,117
13137,13137,0,687460,89,37,117
13138,13138,0,687860,89,37,117
13139,13139,0,687860,89,37,117
13140,13140,0,687860,89,46,117
13141,13141,0,687460,96,46,122
13142,13142,0,687460,96,46,122
13143,13143,0,687460,96,37,122
13144,13144,0,687460,89,37,117
13145,13145,0,687460,89,37,117
13146,13146,0,687860,89,37,117
13147,13147,0,687460,89,37,117
13148,13148,0,687860,89,46,117
13149,13149,0,687860,96,37,122
13150,13150,0,687860,89,46,117
13151,13151,0,687860,96,46,122
13152,13152,0,687860,96,46,122
13153,13153,0,687860,96,46,122
13154,13154,0,687860,96,46,122
13155,13155,0,607460,96,46,122
13156,13156,0,687860,96,46,122
13157,13157,0,687860,96,37,122
13158,13158,0,687860,120,46,117
13159,13159,0,687460,96,46,122
13160,13160,0,687460,96,46,122
13161,13161,0,687460,96,37,122
13162,13162,0,687460,89,37,117
13163,13163,0,687460,89,37,117
13164,13164,0,687860,89,37,117
13165,13165,0,687860,89,37,117
13166,13166,0,607860,89,46,117
13167,13167,0,607860,96,46,122
13168,13168,0,607c60,96,46,122
13169,13169,0,607c60,120,46,122
13170,13170,0,607860,120,54,122
13171,13171,0,607860,120,54,127
13172,13172,0,607460,120,46,127
13173,13173,0,607460,120,46,122
13174,13174,0,687460,120,37,122
13175,13175,0,687460,120,37,117
13176,13176,0,687460,120,37,117
13177,13177,0,687460,89,37,117
13178,13178,0,687460,89,37,117
13179,13179,0,687460,89,37,117
13180,13180,0,607460,89,37,117
13181,13181,0,607460,89,37,117
13182,13182,0,687860,89,37,117
13183,13183,0,687860,120,37,117
13184,13184,0,687468,120,46,117
13185,13185,0,687460,96,46,122
13186,13186,0,687460,96,17,122
13187,13187,0,687460,120,37,117
13188,13188,0,687460,89,37,117
13189,13189,0,687460,89,37,117
13190,13190,0,687460,89,37,117
13191,13191,0,687460,89,37,117
13192,13192,0,687460,89,37,117
13193,13193,0,687460,89,37,117
13194,13194,0,607460,89,37,117
13195,13195,0,607460,89,37,117
13196,13196,0,607860,89,37,117
13197,13197,0,687860,120,37,117
13198,13198,0,687858,120,46,117
13199,13199,0,687858,120,46,122
13200,13200,0,607460,96,65,122
13201,13201,0,607460,86,65,122
13202,13202,0,687460,86,37,122
13203,13203,0,687460,120,37,117
13204,13204,0,687460,120,37,117
13205,13205,0,687460,89,37,117
13206,13206,0,687460,89,37,117
13207,13207,0,687460,89,37,117
13208,13208,0,687860,89,37,117
13209,13209,0,687860,89,37,117
13210,13210,0,687860,89,46,117
13211,13211,0,687860,96,46,122
13212,13212,0,687858,96,46,122
13213,13213,0,687858,96,46,122
13214,13214,0,687860,96,65,122
13215,13215,0,687860,86,65,122
13216,13216,0,687858,86,46,122
13217,13217,0,687458,96,46,122
13218,13218,0,607858,96,65,122
13219,13219,0,687858,86,56,122
13220,13220,0,687860,79,65,117
13221,13221,0,687860,103,65,122
13222,13222,0,707860,86,46,122
13223,13223,0,707860,96,46,122
13224,13224,0,687c60,96,46,122
13225,13225,0,687c60,71,46,122
13226,13226,0,687858,71,54,122
13227,13227,0,687058,100,54,127
13228,13228,0,606858,100,65,127
13229,13229,0,586450,86,48,122
13230,13230,0,506848,69,36,112
13231,13231,0,506440,84,48,106
13232,13232,0,506040,92,79,101
13233,13233,0,485c38,104,93,106
13234,13234,0,485840,91,85,101
13235,13235,0,485438,87,86,96
13236,13236,0,405438,102,73,95
13237,13237,0,405438,100,66,90
13238,13238,0,405438,93,66,85
13239,13239,0,405438,118,66,85
13240,13240,0,485840,118,66,85
13241,13241,0,485c40,118,66,85
13242,13242,0,505c48,118,73,85
13243,13243,0,506048,100,83,90
13244,13244,0,506048,103,59,95
13245,13245,0,586448,96,61,95
13246,13246,0,586c48,97,61,96
13247,13247,0,587050,97,70,96
13248,13248,0,607050,82,87,101
13249,13249,0,607458,92,68,111
13250,13250,0,607458,102,68,112
13251,13251,0,687458,84,56,112
13252,13252,0,607458,100,56,117
13253,13253,0,607458,100,56,117
13254,13254,0,607458,79,56,117
13255,13255,0,607458,100,56,117
13256,13256,0,607458,100,56,117
13257,13257,0,607858,100,56,117
13258,13258,0,687460,100,56,117
13259,13259,0,687860,100,65,117
13260,13260,0,687460,103,37,122
13261,13261,0,687460,89,46,117
13262,13262,0,687460,96,37,122
13263,13263,0,687460,89,37,117
13264,13264,0,687460,89,37,117
13265,13265,0,687460,89,37,117
13266,13266,0,687858,89,37,117
13267,13267,0,687858,89,37,117
13268,13268,0,607458,89,65,117
13269,13269,0,607458,86,65,122
13270,13270,0,607458,86,56,122
13271,13271,0,607860,100,56,117
13272,13272,0,607858,100,56,117
13273,13273,0,607858,100,46,117
13274,13274,0,687858,120,65,122
13275,13275,0,687858,103,65,122
13276,13276,0,687460,103,65,122
13277,13277,0,687460,86,65,122
13278,13278,0,687460,86,37,122
13279,13279,0,687860,89,37,117
13280,13280,0,687860,89,37,117
13281,13281,0,687860,89,46,117
13282,13282,0,687860,96,46,122
13283,13283,0,687860,96,46,122
13284,13284,0,687860,96,46,122
13285,13285,0,687460,96,46,122
13286,13286,0,687460,96,46,122
13287,13287,0,687460,96,37,122
13288,13288,0,687460,89,37,117
13289,13289,0,687460,89,37,117
13290,13290,0,687860,89,37,117
13291,13291,0,687460,89,37,117
13292,13292,0,687860,89,46,117
13293,13293,0,687860,96,37,122
13294,13294,0,687c60,89,46,117
13295,13295,0,687860,96,46,122
13296,13296,0,687860,96,54,122
13297,13297,0,687460,100,46,127
13298,13298,0,687460,96,46,122
13299,13299,0,687460,96,37,122
13300,13300,0,687860,89,37,117
13301,13301,0,687868,89,37,117
13302,13302,0,687860,89,46,117
13303,13303,0,687860,96,27,122
13304,13304,0,687860,120,46,122
13305,13305,0,687860,96,46,122
13306,13306,0,687860,96,46,122
13307,13307,0,687860,96,46,122
13308,13308,0,687860,96,46,122
13309,13309,0,687860,96,46,122
13310,13310,0,687860,96,46,122
13311,13311,0,687860,96,46,122
13312,13312,0,707860,96,46,122
13313,13313,0,707860,96,46,122
13314,13314,0,687860,96,46,122
13315,13315,0,687860,71,46,122
13316,13316,0,687860,71,46,122
13317,13317,0,687860,96,46,122
13318,13318,0,687860,96,46,122
13319,13319,0,687860,96,46,122
13320,13320,0,687860,96,46,122
13321,13321,0,687860,96,46,122
13322,13322,0,687860,96,46,122
13323,13323,0,687860,96,46,122
13324,13324,0,687460,96,46,122
13325,13325,0,687868,96,46,122
13326,13326,0,687868,96,37,122
13327,13327,0,687868,89,27,117
13328,13328,0,687868,120,27,122
13329,13329,0,687868,120,27,122
13330,13330,0,687468,120,27,122
13331,13331,0,607468,120,27,122
13332,13332,0,687860,120,17,122
13333,13333,0,687868,120,37,117
13334,13334,0,687c60,151,46,117
13335,13335,0,687c60,96,27,122
13336,13336,0,687c60,120,54,122
13337,13337,0,687c60,100,54,127
13338,13338,0,687868,100,54,127
13339,13339,0,687868,100,54,127
13340,13340,0,687868,100,27,127
13341,13341,0,687868,120,27,122
13342,13342,0,687868,120,27,122
13343,13343,0,687868,120,27,122
13344,13344,0,687868,120,27,122
13345,13345,0,687868,120,27,122
13346,13346,0,687868,120,27,122
13347,13347,0,687868,120,27,122
13348,13348,0,687c68,120,27,122
13349,13349,0,687868,120,27,122
13350,13350,0,687868,120,36,122
13351,13351,0,687868,120,27,127
13352,13352,0,687468,120,27,122
13353,13353,0,687468,120,27,122
13354,13354,0,687860,120,17,122
13355,13355,0,687868,120,17,117
13356,13356,0,687c60,120,46,117
13357,13357,0,687c60,96,27,122
13358,13358,0,687c60,120,54,122
13359,13359,0,687c60,100,54,127
13360,13360,0,687c60,100,54,127
13361,13361,0,687c60,100,54,127
13362,13362,0,687c68,100,54,127
13363,13363,0,687868,100,54,127
13364,13364,0,707868,100,36,127
13365,13365,0,707860,120,27,127
13366,13366,0,707868,120,27,122
13367,13367,0,707868,79,46,122
13368,13368,0,707868,71,27,122
13369,13369,0,707868,79,27,122
13370,13370,0,687868,79,27,122
13371,13371,0,687868,79,27,122
13372,13372,0,687c68,79,27,122
13373,13373,0,687c68,120,27,122
13374,13374,0,707868,120,36,122
13375,13375,0,687868,120,36,127
13376,13376,0,707868,120,27,127
13377,13377,0,707868,79,27,122
13378,13378,0,687870,120,27,122
13379,13379,0,687870,79,27,122
13380,13380,0,687870,79,27,122
13381,13381,0,687870,161,27,122
13382,13382,0,707868,161,27,122
13383,13383,0,707868,161,27,122
13384,13384,0,707868,161,27,122
13385,13385,0,707868,79,27,122
13386,13386,0,707868,79,27,122
13387,13387,0,707868,79,27,122
13388,13388,0,707868,79,27,122
13389,13389,0,707868,79,27,122
13390,13390,0,707868,79,27,122
13391,13391,0,707868,79,27,122
13392,13392,0,687868,79,27,122
13393,13393,0,687868,79,27,122
13394,13394,0,687c68,79,27,122
13395,13395,0,687c68,120,27,122
13396,13396,0,707868,120,36,122
13397,13397,0,707868,120,36,127
13398,13398,0,707868,120,27,127
13399,13399,0,707868,79,27,122
13400,13400,0,707868,79,27,122
13401,13401,0,707868,79,27,122
13402,13402,0,707c68,79,27,122
13403,13403,0,707c68,79,27,122
13404,13404,0,707c68,79,36,122
13405,13405,0,707c68,90,36,127
13406,13406,0,707c68,90,36,127
13407,13407,0,707c68,90,36,127
13408,13408,0,687c68,90,36,127
13409,13409,0,687c68,90,36,127
13410,13410,0,687c68,90,36,127
13411,13411,0,687c68,120,36,127
13412,13412,0,687c70,120,36,127
13413,13413,0,687c70,120,36,127
13414,13414,0,688068,120,36,127
13415,13415,0,688068,150,36,127
13416,13416,0,707c70,150,38,127
13417,13417,0,707c70,120,38,128
13418,13418,0,787870,120,18,128
13419,13419,0,787870,120,18,127
13420,13420,0,707870,120,18,127
13421,13421,0,707870,26,18,127
13422,13422,0,707868,26,8,127
13423,13423,0,707c70,120,8,122
13424,13424,0,707868,120,27,122
13425,13425,0,707870,79,18,122
13426,13426,0,707c68,120,27,127
13427,13427,0,707c68,79,8,122
13428,13428,0,707c68,120,36,122
13429,13429,0,707c68,90,36,127
13430,13430,0,707c68,90,36,127
13431,13431,0,707c68,90,36,127
13432,13432,0,708068,90,36,127
13433,13433,0,708068,90,36,127
13434,13434,0,708070,90,38,127
13435,13435,0,708070,92,38,128
13436,13436,0,707c70,92,20,128
13437,13437,0,707c70,120,20,128
13438,13438,0,708070,120,18,128
13439,13439,0,708070,120,18,127
13440,13440,0,708070,120,20,127
13441,13441,0,708070,120,20,128
13442,13442,0,707c70,120,20,128
13443,13443,0,707c70,120,20,128
13444,13444,0,707c70,120,18,128
13445,13445,0,707c70,120,18,127
13446,13446,0,707c70,120,18,127
13447,13447,0,707c70,120,18,127
13448,13448,0,707c70,120,18,127
13449,13449,0,708070,120,18,127
13450,13450,0,708070,120,18,127
13451,13451,0,708070,120,20,127
13452,13452,0,707c70,120,20,128
13453,13453,0,707c70,120,20,128
13454,13454,0,708070,120,18,128
13455,13455,0,707c70,120,18,127
13456,13456,0,707c70,120,20,127
13457,13457,0,707c70,120,18,128
13458,13458,0,708070,120,18,127
13459,13459,0,708070,120,18,127
13460,13460,0,707c70,120,20,127
13461,13461,0,707c70,120,20,128
13462,13462,0,787c70,120,18,128
13463,13463,0,787c70,120,18,127
13464,13464,0,787c70,120,18,127
13465,13465,0,787c70,60,18,127
13466,13466,0,707c70,60,18,127
13467,13467,0,707c70,60,18,127
13468,13468,0,787c70,60,18,127
13469,13469,0,787c70,120,18,127
13470,13470,0,787c70,120,18,127
13471,13471,0,787c70,60,18,127
13472,13472,0,787c70,60,18,127
13473,13473,0,787c70,60,18,127
13474,13474,0,787c70,60,18,127
13475,13475,0,787c70,60,18,127
13476,13476,0,708070,60,18,127
13477,13477,0,708070,60,18,127
13478,13478,0,708070,60,20,127
13479,13479,0,708070,120,20,128
13480,13480,0,707c70,120,20,128
13481,13481,0,707c70,120,20,128
13482,13482,0,787c70,120,18,128
13483,13483,0,787c78,120,18,127
13484,13484,0,787c78,120,18,127
13485,13485,0,787c78,60,0,127
13486,13486,0,707c78,0,0,127
13487,13487,0,707c70,0,0,127
13488,13488,0,707c70,0,18,127
13489,13489,0,707c70,180,18,127
13490,13490,0,787c70,120,18,127
13491,13491,0,787c70,120,18,127
13492,13492,0,707c70,120,18,127
13493,13493,0,707c70,60,18,127
13494,13494,0,707c70,60,18,127
13495,13495,0,787c70,120,18,127
13496,13496,0,787c70,120,18,127
13497,13497,0,787c70,120,18,127
13498,13498,0,807c78,60,18,127
13499,13499,0,807c78,60,18,127
13500,13500,0,787c78,60,2,127
13501,13501,0,787c78,360,2,128
13502,13502,0,707c78,360,0,128
13503,13503,0,707c78,0,0,127
13504,13504,0,707c78,0,18,127
13505,13505,0,707c78,180,18,127
13506,13506,0,787c78,180,18,127
13507,13507,0,787c78,180,18,127
13508,13508,0,807878,180,0,127
13509,13509,0,787878,0,0,127
13510,13510,0,787870,0,12,127
13511,13511,0,787470,310,10,128
13512,13512,0,707468,300,18,127
13513,13513,0,687060,26,20,127
13514,13514,0,686c60,354,19,127
13515,13515,0,606858,53,27,118
13516,13516,0,606858,75,25,112
13517,13517,0,606c58,71,36,111
13518,13518,0,585c50,84,36,106
13519,13519,0,484c40,84,46,106
13520,13520,0,403838,93,35,111
13521,13521,0,383438,79,48,95
13522,13522,0,302030,84,24,79
13523,13523,0,383038,310,40,64
13524,13524,0,505c50,300,104,63
13525,13525,0,788478,300,60,54
13526,13526,0,687460,300,35,63
13527,13527,0,687460,120,11,95
13528,13528,0,687060,120,37,133
13529,13529,0,687068,89,37,117
13530,13530,0,707068,89,27,117
13531,13531,0,706c60,75,6,112
13532,13532,0,706c60,120,19,112
13533,13533,0,706c60,20,39,118
13534,13534,0,686860,36,39,118
13535,13535,0,605c50,36,39,118
13536,13536,0,585458,36,21,118
13537,13537,0,505450,40,46,109
13538,13538,0,504850,43,16,100
13539,13539,0,504850,300,9,91
13540,13540,0,504c48,120,24,85
13541,13541,0,504848,300,24,82
13542,13542,0,505040,300,28,82
13543,13543,0,504c40,40,28,82
13544,13544,0,484438,6,56,82
13545,13545,0,403830,53,56,82
13546,13546,0,302c30,50,35,82
13547,13547,0,383030,36,40,73
13548,13548,0,302c30,24,33,64
13549,13549,0,302c30,300,60,54
13550,13550,0,303030,336,33,63
13551,13551,0,303030,300,33,54
13552,13552,0,303028,300,28,54
13553,13553,0,303028,300,28,54
13554,13554,0,303028,300,42,54
13555,13555,0,303028,20,42,54
13556,13556,0,303030,20,42,54
13557,13557,0,303430,20,42,54
13558,13558,0,303830,20,28,54
13559,13559,0,383c38,300,4,54
13560,13560,0,404038,300,17,54
13561,13561,0,404438,120,0,58
13562,13562,0,484038,0,4,63
13563,13563,0,484038,60,22,64
13564,13564,0,404438,110,35,69
13565,13565,0,404038,6,35,73
13566,13566,0,404438,6,22,73
13567,13567,0,404430,110,4,69
13568,13568,0,404038,60,22,64
13569,13569,0,484038,110,55,69
13570,13570,0,484038,80,4,69
13571,13571,0,484038,60,35,64
13572,13572,0,404038,6,35,73
13573,13573,0,404030,6,35,73
13574,13574,0,404030,6,4,73
13575,13575,0,384030,60,40,64
13576,13576,0,403c30,60,40,64
13577,13577,0,403c30,60,40,64
13578,13578,0,403830,66,40,64
13579,13579,0,403830,54,40,64
13580,13580,0,403438,54,40,64
13581,13581,0,403438,24,40,64
13582,13582,0,383438,24,44,64
13583,13583,0,383438,306,44,64
13584,13584,0,383030,306,40,64
13585,13585,0,383030,300,40,63
13586,13586,0,382c30,300,60,63
13587,13587,0,382c30,336,60,63
13588,13588,0,383038,336,65,63
13589,13589,0,383438,334,65,63
13590,13590,0,384040,334,60,63
13591,13591,0,404440,300,40,63
13592,13592,0,404440,300,4,63
13593,13593,0,484848,180,18,64
13594,13594,0,484848,120,18,69
13595,13595,0,484848,120,3,69
13596,13596,0,484448,120,3,74
13597,13597,0,484448,120,3,74
13598,13598,0,404440,120,14,74
13599,13599,0,484c48,300,14,73
13600,13600,0,504c48,300,18,73
13601,13601,0,484c48,120,19,69
13602,13602,0,504048,120,28,79
13603,13603,0,584448,40,19,82
13604,13604,0,585050,120,56,79
13605,13605,0,605458,330,61,82
13606,13606,0,605858,350,30,91
13607,13607,0,686460,350,38,91
13608,13608,0,686460,336,25,100
13609,13609,0,686058,354,21,100
13610,13610,0,605850,6,21,109
13611,13611,0,584c48,6,42,109
13612,13612,0,504448,16,46,109
13613,13613,0,484040,26,50,100
13614,13614,0,404440,20,40,91
13615,13615,0,404040,342,31,82
13616,13616,0,404438,360,18,73
13617,13617,0,404438,120,0,69
13618,13618,0,484438,0,22,64
13619,13619,0,484440,110,22,69
13620,13620,0,484440,110,35,69
13621,13621,0,484440,36,31,73
13622,13622,0,484440,33,31,73
13623,13623,0,484440,33,31,73
13624,13624,0,504440,33,31,73
13625,13625,0,504440,33,31,73
13626,13626,0,504448,33,56,73
13627,13627,0,504448,16,56,82
13628,13628,0,504448,16,40,82
13629,13629,0,504448,342,40,82
13630,13630,0,504440,342,40,82
13631,13631,0,504440,342,40,82
13632,13632,0,504840,342,56,82
13633,13633,0,504840,16,56,82
13634,13634,0,504440,16,56,82
13635,13635,0,504038,33,56,82
