Sample in Buffer,Sample in Window,TRIGGER,protpg_inst/data_in[23:0],protpg_inst/hsv_h[8:0],protpg_inst/hsv_s[7:0],protpg_inst/hsv_v[7:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,UNSIGNED,UNSIGNED,UNSIGNED
5093,5093,0,707468,120,27,122
5094,5094,0,707868,120,27,122
5095,5095,0,707860,79,19,122
5096,5096,0,687c60,53,27,118
5097,5097,0,687c60,79,46,122
5098,5098,0,687c68,71,54,122
5099,5099,0,687c68,100,54,127
5100,5100,0,687868,100,36,127
5101,5101,0,687868,120,36,127
5102,5102,0,707868,120,27,127
5103,5103,0,707868,120,27,122
5104,5104,0,707868,120,27,122
5105,5105,0,687868,79,27,122
5106,5106,0,707868,79,27,122
5107,5107,0,707868,79,27,122
5108,5108,0,687868,120,27,122
5109,5109,0,707868,79,27,122
5110,5110,0,707868,79,27,122
5111,5111,0,707868,120,27,122
5112,5112,0,687c68,79,27,122
5113,5113,0,687c68,79,27,122
5114,5114,0,687c68,79,36,122
5115,5115,0,687868,120,36,127
5116,5116,0,687868,120,36,127
5117,5117,0,687868,120,27,127
5118,5118,0,687868,120,27,122
5119,5119,0,687868,120,27,122
5120,5120,0,687c60,120,27,122
5121,5121,0,687c60,120,27,122
5122,5122,0,687c68,120,54,122
5123,5123,0,687c68,100,54,127
5124,5124,0,687c68,100,36,127
5125,5125,0,687c68,120,36,127
5126,5126,0,687c68,120,36,127
5127,5127,0,687c68,120,36,127
5128,5128,0,707c68,120,36,127
5129,5129,0,687868,120,36,127
5130,5130,0,687868,120,36,127
5131,5131,0,687868,90,27,127
5132,5132,0,687868,120,27,122
5133,5133,0,687c68,120,27,122
5134,5134,0,687c68,120,27,122
5135,5135,0,687c68,120,36,122
5136,5136,0,687868,120,36,127
5137,5137,0,687868,120,36,127
5138,5138,0,687868,120,27,127
5139,5139,0,687c68,120,27,122
5140,5140,0,687c68,120,27,122
5141,5141,0,707c68,120,36,122
5142,5142,0,707c68,120,36,127
5143,5143,0,707c68,120,36,127
5144,5144,0,707c68,90,36,127
5145,5145,0,707c68,90,36,127
5146,5146,0,707868,90,36,127
5147,5147,0,707868,90,36,127
5148,5148,0,707c68,90,27,127
5149,5149,0,707868,79,27,122
5150,5150,0,707c68,79,36,122
5151,5151,0,707c68,90,27,127
5152,5152,0,687c68,79,36,122
5153,5153,0,707c68,90,36,127
5154,5154,0,687c68,90,36,127
5155,5155,0,687c68,120,36,127
5156,5156,0,687c68,90,36,127
5157,5157,0,687c70,120,36,127
5158,5158,0,707c68,120,36,127
5159,5159,0,707c68,120,36,127
5160,5160,0,707c68,150,36,127
5161,5161,0,707c68,90,36,127
5162,5162,0,707c68,90,36,127
5163,5163,0,707c68,90,36,127
5164,5164,0,707c70,90,36,127
5165,5165,0,707c70,90,36,127
5166,5166,0,707c70,90,18,127
5167,5167,0,707c70,120,18,127
5168,5168,0,707c68,120,18,127
5169,5169,0,707c68,120,18,127
5170,5170,0,707868,120,36,127
5171,5171,0,707868,90,36,127
5172,5172,0,707868,90,27,127
5173,5173,0,707868,79,27,122
5174,5174,0,707868,79,27,122
5175,5175,0,707868,79,27,122
5176,5176,0,707868,79,27,122
5177,5177,0,707868,79,27,122
5178,5178,0,707c68,79,27,122
5179,5179,0,707c68,79,27,122
5180,5180,0,707c70,79,36,122
5181,5181,0,707c70,90,36,127
5182,5182,0,707c68,90,18,127
5183,5183,0,707c68,120,18,127
5184,5184,0,707c68,120,36,127
5185,5185,0,707c68,90,36,127
5186,5186,0,707c70,90,36,127
5187,5187,0,707c70,90,36,127
5188,5188,0,707c70,90,18,127
5189,5189,0,707c70,120,18,127
5190,5190,0,707c70,120,18,127
5191,5191,0,707c70,120,18,127
5192,5192,0,707c70,120,18,127
5193,5193,0,707c70,120,18,127
5194,5194,0,707c70,120,18,127
5195,5195,0,787c70,120,18,127
5196,5196,0,787c70,120,18,127
5197,5197,0,787c70,120,18,127
5198,5198,0,707c70,60,18,127
5199,5199,0,707c70,60,18,127
5200,5200,0,707c68,60,18,127
5201,5201,0,708070,120,18,127
5202,5202,0,787c70,120,36,127
5203,5203,0,787c70,90,20,127
5204,5204,0,787c70,120,18,128
5205,5205,0,787870,60,18,127
5206,5206,0,787870,60,18,127
5207,5207,0,787870,60,18,127
5208,5208,0,707c70,26,18,127
5209,5209,0,787c70,26,18,127
5210,5210,0,787c70,26,18,127
5211,5211,0,787c70,120,18,127
5212,5212,0,787870,60,18,127
5213,5213,0,787870,60,18,127
5214,5214,0,707c70,60,18,127
5215,5215,0,707c70,26,18,127
5216,5216,0,708070,26,18,127
5217,5217,0,708070,120,18,127
5218,5218,0,707c70,120,20,127
5219,5219,0,707c70,120,20,128
5220,5220,0,787c70,120,18,128
5221,5221,0,787870,120,18,127
5222,5222,0,707870,120,18,127
5223,5223,0,707870,60,18,127
5224,5224,0,707c70,26,8,127
5225,5225,0,707c70,120,8,122
5226,5226,0,707c70,120,18,122
5227,5227,0,707c70,120,18,127
5228,5228,0,787c70,120,18,127
5229,5229,0,787c70,120,18,127
5230,5230,0,787c70,120,18,127
5231,5231,0,787c70,60,18,127
5232,5232,0,787c78,60,18,127
5233,5233,0,787878,60,18,127
5234,5234,0,787c78,60,0,127
5235,5235,0,787c78,0,10,127
5236,5236,0,787c70,300,0,127
5237,5237,0,788078,0,0,127
5238,5238,0,788070,0,18,127
5239,5239,0,788070,60,2,127
5240,5240,0,787c78,120,20,128
5241,5241,0,787c78,66,20,128
5242,5242,0,787c70,66,0,128
5243,5243,0,787c70,0,0,127
5244,5244,0,807c70,0,18,127
5245,5245,0,787c70,60,18,127
5246,5246,0,787c70,60,20,127
5247,5247,0,787c70,54,18,128
5248,5248,0,787c70,60,18,127
5249,5249,0,787c70,60,18,127
5250,5250,0,787c70,60,18,127
5251,5251,0,787c70,60,18,127
5252,5252,0,788070,60,18,127
5253,5253,0,707c70,60,18,127
5254,5254,0,787c70,60,20,127
5255,5255,0,787c70,66,18,128
5256,5256,0,787870,120,18,127
5257,5257,0,787870,60,18,127
5258,5258,0,707470,60,18,127
5259,5259,0,686c68,26,18,127
5260,5260,0,606860,26,2,127
5261,5261,0,606458,300,4,118
5262,5262,0,586450,120,14,111
5263,5263,0,606858,120,25,106
5264,5264,0,586058,66,48,101
5265,5265,0,485048,92,36,101
5266,5266,0,383c38,84,13,106
5267,5267,0,383838,120,22,96
5268,5268,0,383038,120,0,80
5269,5269,0,382c30,0,20,63
5270,5270,0,584c48,300,60,63
5271,5271,0,786c68,300,65,63
5272,5272,0,787c68,334,50,63
5273,5273,0,707060,20,36,91
5274,5274,0,707460,6,36,127
5275,5275,0,707460,60,39,127
5276,5276,0,707460,40,39,118
5277,5277,0,707460,56,39,118
5278,5278,0,707068,56,39,118
5279,5279,0,687060,56,39,118
5280,5280,0,606860,56,19,118
5281,5281,0,606860,20,27,118
5282,5282,0,586060,75,14,112
5283,5283,0,505858,120,14,106
5284,5284,0,504448,120,23,106
5285,5285,0,504850,207,25,100
5286,5286,0,484848,187,40,91
5287,5287,0,484c48,342,24,82
5288,5288,0,484c48,300,3,82
5289,5289,0,505850,120,19,74
5290,5290,0,504040,120,19,79
5291,5291,0,403838,120,22,79
5292,5292,0,383030,120,56,90
5293,5293,0,383030,360,24,82
5294,5294,0,303030,310,60,64
5295,5295,0,302c30,336,60,63
5296,5296,0,302c30,336,28,63
5297,5297,0,302c30,300,33,54
5298,5298,0,282c30,300,33,54
5299,5299,0,282c30,300,33,54
5300,5300,0,283030,300,42,54
5301,5301,0,283030,227,42,54
5302,5302,0,303028,227,42,54
5303,5303,0,303028,220,42,54
5304,5304,0,383828,220,42,54
5305,5305,0,383c30,20,42,54
5306,5306,0,403c30,20,73,54
5307,5307,0,403c30,43,36,63
5308,5308,0,404030,60,40,63
5309,5309,0,404030,54,40,64
5310,5310,0,404038,54,40,64
5311,5311,0,404038,60,40,64
5312,5312,0,483c40,60,4,64
5313,5313,0,483c40,60,4,64
5314,5314,0,404038,60,35,64
5315,5315,0,404038,354,35,73
5316,5316,0,404038,354,4,73
5317,5317,0,384038,60,4,64
5318,5318,0,384038,60,4,64
5319,5319,0,384038,60,4,64
5320,5320,0,404038,120,4,64
5321,5321,0,403c38,120,4,64
5322,5322,0,403c38,120,4,64
5323,5323,0,403c38,60,4,64
5324,5324,0,403c38,360,4,64
5325,5325,0,383830,360,4,64
5326,5326,0,383438,360,4,64
5327,5327,0,383430,360,36,64
5328,5328,0,383430,26,40,63
5329,5329,0,383030,300,40,63
5330,5330,0,383030,354,40,63
5331,5331,0,383030,354,60,63
5332,5332,0,303030,336,60,63
5333,5333,0,302c30,336,60,63
5334,5334,0,383030,336,28,63
5335,5335,0,383438,300,33,54
5336,5336,0,403c38,300,60,54
5337,5337,0,484440,336,40,63
5338,5338,0,504040,300,4,63
5339,5339,0,504440,360,31,64
5340,5340,0,504440,33,56,73
5341,5341,0,504440,360,56,82
5342,5342,0,484440,16,56,82
5343,5343,0,484440,16,56,82
5344,5344,0,504040,16,31,82
5345,5345,0,584c48,33,31,73
5346,5346,0,605858,33,56,73
5347,5347,0,685c58,360,50,82
5348,5348,0,605c60,20,25,91
5349,5349,0,686460,354,42,100
5350,5350,0,686460,13,12,109
5351,5351,0,686460,300,21,100
5352,5352,0,686460,6,21,109
5353,5353,0,686060,6,21,109
5354,5354,0,606860,6,21,109
5355,5355,0,505850,6,30,109
5356,5356,0,484040,342,14,109
5357,5357,0,484040,120,22,106
5358,5358,0,484448,120,31,90
5359,5359,0,484448,360,31,73
5360,5360,0,484840,360,14,73
5361,5361,0,504c48,300,14,73
5362,5362,0,504c40,300,34,73
5363,5363,0,504c40,66,28,74
5364,5364,0,504840,40,56,82
5365,5365,0,504840,50,56,82
5366,5366,0,504440,50,56,82
5367,5367,0,504840,33,56,82
5368,5368,0,484840,33,56,82
5369,5369,0,484840,16,56,82
5370,5370,0,484840,33,34,82
5371,5371,0,484840,66,34,74
5372,5372,0,504440,66,34,74
5373,5373,0,504840,66,34,74
5374,5374,0,504448,66,56,74
5375,5375,0,504448,16,56,82
5376,5376,0,484840,33,40,82
5377,5377,0,484840,342,40,82
5378,5378,0,504840,342,34,82
5379,5379,0,504440,66,34,74
5380,5380,0,504040,66,56,74
5381,5381,0,504040,33,56,82
5382,5382,0,483c40,16,56,82
5383,5383,0,483c40,360,56,82
5384,5384,0,383c38,360,35,82
5385,5385,0,383c38,354,35,73
5386,5386,0,403c38,354,0,73
5387,5387,0,484848,0,0,63
5388,5388,0,484448,0,4,63
5389,5389,0,504848,360,3,64
5390,5390,0,504848,120,14,74
5391,5391,0,504c50,300,28,73
5392,5392,0,504850,6,28,82
5393,5393,0,584c50,6,9,82
5394,5394,0,584c58,300,24,82
5395,5395,0,584c58,300,33,82
5396,5396,0,605058,345,33,91
5397,5397,0,605058,300,33,91
5398,5398,0,585058,300,51,91
5399,5399,0,605458,327,51,100
5400,5400,0,585058,327,30,100
5401,5401,0,585058,300,38,91
5402,5402,0,605058,336,30,100
5403,5403,0,605058,300,30,91
5404,5404,0,605058,300,51,91
5405,5405,0,685458,327,51,100
5406,5406,0,605460,327,51,100
5407,5407,0,685460,327,56,100
5408,5408,0,605460,345,38,109
5409,5409,0,605460,300,56,100
5410,5410,0,605860,323,38,109
5411,5411,0,605860,300,38,100
5412,5412,0,605860,300,25,100
5413,5413,0,605860,300,25,100
5414,5414,0,605860,300,25,100
5415,5415,0,605860,300,25,100
5416,5416,0,685860,300,25,100
5417,5417,0,685860,300,25,100
5418,5418,0,705460,300,44,100
5419,5419,0,705460,329,44,109
5420,5420,0,685060,329,71,109
5421,5421,0,685468,333,71,118
5422,5422,0,685068,333,68,118
5423,5423,0,685468,319,56,109
5424,5424,0,705468,300,68,109
5425,5425,0,705468,300,56,109
5426,5426,0,705c70,300,71,109
5427,5427,0,705c70,317,71,118
5428,5428,0,706070,317,49,118
5429,5429,0,786c80,300,49,118
5430,5430,0,908c98,300,47,118
5431,5431,0,9898a8,300,34,118
5432,5432,0,c0b8c8,296,19,128
5433,5433,0,f8f0f8,255,28,155
5434,5434,0,f8fcf8,243,19,173
5435,5435,0,f8fcf8,264,15,201
5436,5436,0,f8fcf8,300,0,255
5437,5437,0,f8fcf8,0,0,255
5438,5438,0,f8fcf8,0,0,255
5439,5439,0,f8fcf8,0,0,255
5440,5440,0,f8fcf8,0,0,255
5441,5441,0,f8fcf8,0,0,255
5442,5442,0,f8fcf8,0,0,255
5443,5443,0,f8fcf8,0,0,255
5444,5444,0,f8fcf8,0,0,255
5445,5445,0,f8fcf8,0,0,255
5446,5446,0,f8fcf8,0,0,255
5447,5447,0,f8fcf8,0,0,255
5448,5448,0,f8fcf8,0,0,255
5449,5449,0,f8fcf8,0,0,255
5450,5450,0,f8fcf8,0,0,255
5451,5451,0,f8fcf8,0,0,255
5452,5452,0,f8fcf8,0,0,255
5453,5453,0,f8fcf8,0,0,255
5454,5454,0,f8fcf8,0,0,255
5455,5455,0,f8fcf8,0,0,255
5456,5456,0,f8fcf8,0,0,255
5457,5457,0,f8fcf8,0,0,255
5458,5458,0,f8fcf8,0,0,255
5459,5459,0,f8fcf8,0,0,255
5460,5460,0,f8fcf8,0,0,255
5461,5461,0,f8fcf8,0,0,255
5462,5462,0,f8fcf8,0,0,255
5463,5463,0,f8fcf8,0,0,255
5464,5464,0,f8fcf8,0,0,255
5465,5465,0,f8fcf8,0,0,255
5466,5466,0,f8fcf8,0,0,255
5467,5467,0,f0e8e8,0,0,255
5468,5468,0,f0d0e8,0,0,255
5469,5469,0,d8b8d0,0,12,255
5470,5470,0,d0c0d0,345,39,246
5471,5471,0,d8c8d8,315,38,246
5472,5472,0,e0d4d0,317,21,219
5473,5473,0,e0d8d8,300,19,210
5474,5474,0,e0ccd8,300,20,219
5475,5475,0,d0bcc8,10,11,228
5476,5476,0,c0b4c8,354,23,228
5477,5477,0,c0b4c8,326,23,228
5478,5478,0,b0a4c0,329,25,210
5479,5479,0,b8a8c8,273,25,201
5480,5480,0,a894c0,273,36,201
5481,5481,0,a898c0,277,39,192
5482,5482,0,a094b8,280,57,201
5483,5483,0,9890b8,273,50,192
5484,5484,0,908ca8,270,56,192
5485,5485,0,9088a8,261,62,191
5486,5486,0,8084a0,254,44,191
5487,5487,0,808098,246,51,173
5488,5488,0,808098,253,56,173
5489,5489,0,787c90,232,44,164
5490,5490,0,787490,240,44,155
5491,5491,0,787490,240,33,155
5492,5492,0,707488,240,50,146
5493,5493,0,707488,260,50,146
5494,5494,0,707090,260,37,146
5495,5495,0,706c88,243,37,137
5496,5496,0,686c88,243,59,137
5497,5497,0,686880,250,48,146
5498,5498,0,686880,256,52,137
5499,5499,0,686880,236,44,137
5500,5500,0,686880,248,44,128
5501,5501,0,686480,248,44,128
5502,5502,0,606480,248,44,128
5503,5503,0,606478,248,54,128
5504,5504,0,585c80,257,56,128
5505,5505,0,585878,238,54,128
5506,5506,0,585478,238,74,127
5507,5507,0,585478,234,74,128
5508,5508,0,585078,241,84,127
5509,5509,0,505078,248,84,127
5510,5510,0,505078,248,94,127
5511,5511,0,484c78,254,94,127
5512,5512,0,504878,242,94,127
5513,5513,0,484870,242,108,127
5514,5514,0,504870,234,106,127
5515,5515,0,504870,249,97,127
5516,5516,0,504470,239,95,118
5517,5517,0,504470,250,95,118
5518,5518,0,484470,250,106,118
5519,5519,0,484470,255,106,118
5520,5520,0,504470,255,106,118
5521,5521,0,504470,244,106,118
5522,5522,0,484870,244,106,118
5523,5523,0,504c78,255,106,118
5524,5524,0,485478,255,97,118
5525,5525,0,485478,239,96,118
5526,5526,0,505078,243,108,127
5527,5527,0,484868,227,108,127
5528,5528,0,483c68,227,94,127
5529,5529,0,403460,242,84,127
5530,5530,0,403458,239,108,109
5531,5531,0,383050,253,120,109
5532,5532,0,383050,254,106,100
5533,5533,0,383050,257,106,91
5534,5534,0,303050,266,106,82
5535,5535,0,302c50,266,106,82
5536,5536,0,302c48,266,106,82
5537,5537,0,302c48,250,109,82
5538,5538,0,382c48,252,91,82
5539,5539,0,382c48,256,91,73
5540,5540,0,302c48,256,91,73
5541,5541,0,302c48,276,91,73
5542,5542,0,888498,276,91,73
5543,5543,0,888498,256,91,73
5544,5544,0,888498,256,36,73
5545,5545,0,888498,250,36,155
5546,5546,0,888498,250,36,155
5547,5547,0,888498,250,36,155
5548,5548,0,888498,250,36,155
5549,5549,0,888498,250,36,155
5550,5550,0,888498,250,36,155
5551,5551,0,888498,250,36,155
5552,5552,0,888498,250,36,155
5553,5553,0,888498,250,36,155
5554,5554,0,888498,250,36,155
5555,5555,0,888498,250,36,155
5556,5556,0,888498,250,36,155
5557,5557,0,888498,250,36,155
5558,5558,0,888498,250,36,155
5559,5559,0,888498,250,36,155
5560,5560,0,888498,250,36,155
5561,5561,0,888498,250,36,155
5562,5562,0,888498,250,36,155
5563,5563,0,888498,250,36,155
5564,5564,0,888498,250,36,155
5565,5565,0,888498,250,36,155
5566,5566,0,888498,250,36,155
5567,5567,0,888498,250,36,155
5568,5568,0,888498,250,36,155
5569,5569,0,888498,250,36,155
5570,5570,0,888498,250,36,155
5571,5571,0,888498,250,36,155
5572,5572,0,888498,250,36,155
5573,5573,0,888498,250,36,155
5574,5574,0,888498,250,36,155
5575,5575,0,888498,250,36,155
5576,5576,0,888498,250,36,155
5577,5577,0,888498,250,36,155
5578,5578,0,888498,250,36,155
5579,5579,0,888498,250,36,155
5580,5580,0,888498,250,36,155
5581,5581,0,888498,250,36,155
5582,5582,0,888498,250,36,155
5583,5583,0,888498,250,36,155
5584,5584,0,888498,250,36,155
5585,5585,0,888498,250,36,155
5586,5586,0,888498,250,36,155
5587,5587,0,888498,250,36,155
5588,5588,0,888498,250,36,155
5589,5589,0,888498,250,36,155
5590,5590,0,888498,250,36,155
5591,5591,0,888498,250,36,155
5592,5592,0,888498,250,36,155
5593,5593,0,888498,250,36,155
5594,5594,0,888498,250,36,155
5595,5595,0,888498,250,36,155
5596,5596,0,888498,250,36,155
5597,5597,0,888498,250,36,155
5598,5598,0,888498,250,36,155
5599,5599,0,888498,250,36,155
5600,5600,0,888498,250,36,155
5601,5601,0,888498,250,36,155
5602,5602,0,888498,250,36,155
5603,5603,0,888498,250,36,155
5604,5604,0,888498,250,36,155
5605,5605,0,888498,250,36,155
5606,5606,0,888498,250,36,155
5607,5607,0,888498,250,36,155
5608,5608,0,888498,250,36,155
5609,5609,0,888498,250,36,155
5610,5610,0,888498,250,36,155
5611,5611,0,888498,250,36,155
5612,5612,0,888498,250,36,155
5613,5613,0,888498,250,36,155
5614,5614,0,888498,250,36,155
5615,5615,0,888498,250,36,155
5616,5616,0,888498,250,36,155
5617,5617,0,888498,250,36,155
5618,5618,0,888498,250,36,155
5619,5619,0,888498,250,36,155
5620,5620,0,888498,250,36,155
5621,5621,0,888498,250,36,155
5622,5622,0,888498,250,36,155
5623,5623,0,888498,250,36,155
5624,5624,0,888498,250,36,155
5625,5625,0,888498,250,36,155
5626,5626,0,888498,250,36,155
5627,5627,0,888498,250,36,155
5628,5628,0,888498,250,36,155
5629,5629,0,888498,250,36,155
5630,5630,0,888498,250,36,155
5631,5631,0,888498,250,36,155
5632,5632,0,888498,250,36,155
5633,5633,0,888498,250,36,155
5634,5634,0,888498,250,36,155
5635,5635,0,888498,250,36,155
5636,5636,0,888498,250,36,155
5637,5637,0,888498,250,36,155
5638,5638,0,888498,250,36,155
5639,5639,0,888498,250,36,155
5640,5640,0,888498,250,36,155
5641,5641,0,888498,250,36,155
5642,5642,0,888498,250,36,155
5643,5643,0,888498,250,36,155
5644,5644,0,888498,250,36,155
5645,5645,0,888498,250,36,155
5646,5646,0,888498,250,36,155
5647,5647,0,888498,250,36,155
5648,5648,0,888498,250,36,155
5649,5649,0,888498,250,36,155
5650,5650,0,888498,250,36,155
5651,5651,0,888498,250,36,155
5652,5652,0,888498,250,36,155
5653,5653,0,888498,250,36,155
5654,5654,0,888498,250,36,155
5655,5655,0,888498,250,36,155
5656,5656,0,888498,250,36,155
5657,5657,0,888498,250,36,155
5658,5658,0,888498,250,36,155
5659,5659,0,888498,250,36,155
5660,5660,0,888498,250,36,155
5661,5661,0,888498,250,36,155
5662,5662,0,888498,250,36,155
5663,5663,0,888498,250,36,155
5664,5664,0,888498,250,36,155
5665,5665,0,888498,250,36,155
5666,5666,0,888498,250,36,155
5667,5667,0,888498,250,36,155
5668,5668,0,888498,250,36,155
5669,5669,0,888498,250,36,155
5670,5670,0,888498,250,36,155
5671,5671,0,888498,250,36,155
5672,5672,0,888498,250,36,155
5673,5673,0,888498,250,36,155
5674,5674,0,888498,250,36,155
5675,5675,0,888498,250,36,155
5676,5676,0,888498,250,36,155
5677,5677,0,888498,250,36,155
5678,5678,0,888498,250,36,155
5679,5679,0,888498,250,36,155
5680,5680,0,888498,250,36,155
5681,5681,0,888498,250,36,155
5682,5682,0,888498,250,36,155
5683,5683,0,888498,250,36,155
5684,5684,0,888498,250,36,155
5685,5685,0,888498,250,36,155
5686,5686,0,888498,250,36,155
5687,5687,0,888498,250,36,155
5688,5688,0,888498,250,36,155
5689,5689,0,888498,250,36,155
5690,5690,0,888498,250,36,155
5691,5691,0,888498,250,36,155
5692,5692,0,888498,250,36,155
5693,5693,0,888498,250,36,155
5694,5694,0,888498,250,36,155
5695,5695,0,888498,250,36,155
5696,5696,0,888498,250,36,155
5697,5697,0,888498,250,36,155
5698,5698,0,888498,250,36,155
5699,5699,0,888498,250,36,155
5700,5700,0,888498,250,36,155
5701,5701,0,888498,250,36,155
5702,5702,0,888498,250,36,155
5703,5703,0,888498,250,36,155
5704,5704,0,888498,250,36,155
5705,5705,0,888498,250,36,155
5706,5706,0,888498,250,36,155
5707,5707,0,888498,250,36,155
5708,5708,0,888498,250,36,155
5709,5709,0,888498,250,36,155
5710,5710,0,888498,250,36,155
5711,5711,0,888498,250,36,155
5712,5712,0,888498,250,36,155
5713,5713,0,888498,250,36,155
5714,5714,0,888498,250,36,155
5715,5715,0,888498,250,36,155
5716,5716,0,888498,250,36,155
5717,5717,0,888498,250,36,155
5718,5718,0,888498,250,36,155
5719,5719,0,888498,250,36,155
5720,5720,0,888498,250,36,155
5721,5721,0,888498,250,36,155
5722,5722,0,888498,250,36,155
5723,5723,0,888498,250,36,155
5724,5724,0,888498,250,36,155
5725,5725,0,888498,250,36,155
5726,5726,0,888498,250,36,155
5727,5727,0,888498,250,36,155
5728,5728,0,888498,250,36,155
5729,5729,0,888498,250,36,155
5730,5730,0,888498,250,36,155
5731,5731,0,888498,250,36,155
5732,5732,0,888498,250,36,155
5733,5733,0,888498,250,36,155
5734,5734,0,888498,250,36,155
5735,5735,0,888498,250,36,155
5736,5736,0,888498,250,36,155
5737,5737,0,888498,250,36,155
5738,5738,0,888498,250,36,155
5739,5739,0,888498,250,36,155
5740,5740,0,888498,250,36,155
5741,5741,0,888498,250,36,155
5742,5742,0,888498,250,36,155
5743,5743,0,888498,250,36,155
5744,5744,0,888498,250,36,155
5745,5745,0,888498,250,36,155
5746,5746,0,888498,250,36,155
5747,5747,0,888498,250,36,155
5748,5748,0,888498,250,36,155
5749,5749,0,888498,250,36,155
5750,5750,0,888498,250,36,155
5751,5751,0,888498,250,36,155
5752,5752,0,888498,250,36,155
5753,5753,0,888498,250,36,155
5754,5754,0,888498,250,36,155
5755,5755,0,888498,250,36,155
5756,5756,0,888498,250,36,155
5757,5757,0,888498,250,36,155
5758,5758,0,888498,250,36,155
5759,5759,0,888498,250,36,155
5760,5760,0,888498,250,36,155
5761,5761,0,888498,250,36,155
5762,5762,0,888498,250,36,155
5763,5763,0,888498,250,36,155
5764,5764,0,888498,250,36,155
5765,5765,0,888498,250,36,155
5766,5766,0,888498,250,36,155
5767,5767,0,888498,250,36,155
5768,5768,0,888498,250,36,155
5769,5769,0,888498,250,36,155
5770,5770,0,888498,250,36,155
5771,5771,0,888498,250,36,155
5772,5772,0,888498,250,36,155
5773,5773,0,888498,250,36,155
5774,5774,0,888498,250,36,155
5775,5775,0,888498,250,36,155
5776,5776,0,888498,250,36,155
5777,5777,0,888498,250,36,155
5778,5778,0,888498,250,36,155
5779,5779,0,888498,250,36,155
5780,5780,0,888498,250,36,155
5781,5781,0,888498,250,36,155
5782,5782,0,888498,250,36,155
5783,5783,0,888498,250,36,155
5784,5784,0,888498,250,36,155
5785,5785,0,888498,250,36,155
5786,5786,0,888498,250,36,155
5787,5787,0,888498,250,36,155
5788,5788,0,888498,250,36,155
5789,5789,0,888498,250,36,155
5790,5790,0,888498,250,36,155
5791,5791,0,888498,250,36,155
5792,5792,0,888498,250,36,155
5793,5793,0,888498,250,36,155
5794,5794,0,888498,250,36,155
5795,5795,0,888498,250,36,155
5796,5796,0,888498,250,36,155
5797,5797,0,888498,250,36,155
5798,5798,0,888498,250,36,155
5799,5799,0,888498,250,36,155
5800,5800,0,888498,250,36,155
5801,5801,0,888498,250,36,155
5802,5802,0,888498,250,36,155
5803,5803,0,888498,250,36,155
5804,5804,0,888498,250,36,155
5805,5805,0,888498,250,36,155
5806,5806,0,888498,250,36,155
5807,5807,0,888498,250,36,155
5808,5808,0,888498,250,36,155
5809,5809,0,888498,250,36,155
5810,5810,0,888498,250,36,155
5811,5811,0,888498,250,36,155
5812,5812,0,888498,250,36,155
5813,5813,0,888498,250,36,155
5814,5814,0,888498,250,36,155
5815,5815,0,888498,250,36,155
5816,5816,0,888498,250,36,155
5817,5817,0,888498,250,36,155
5818,5818,0,888498,250,36,155
